Day,Month,Year,FlightType,Arrival_Departure,Domestic_International,FlightOpsCount
1,3,2019,Charter,Arrival,International,1
1,3,2019,Charter,Departure,Domestic,4
1,3,2019,Scheduled,Arrival,Domestic,21354
1,3,2019,Scheduled,Departure,Domestic,21335
1,4,2019,Charter,Arrival,Domestic,15
1,4,2019,Charter,Departure,International,1
1,4,2019,Scheduled,Departure,Domestic,20347
1,4,2019,Charter,Departure,Domestic,15
1,4,2019,Scheduled,Arrival,Domestic,20350
1,4,2019,Charter,Arrival,International,2
1,4,2019,Scheduled,Arrival,International,5124
1,4,2019,Scheduled,Departure,International,5198
1,5,2019,Scheduled,Arrival,International,5280
1,5,2019,Scheduled,Departure,Domestic,21018
1,5,2019,Charter,Departure,International,2
1,5,2019,Charter,Arrival,International,2
1,5,2019,Scheduled,Departure,International,5358
1,5,2019,Charter,Arrival,Domestic,10
1,5,2019,Charter,Departure,Domestic,8
1,5,2019,Scheduled,Arrival,Domestic,21034
1,6,2019,Scheduled,Arrival,Domestic,21483
1,6,2019,Charter,Arrival,International,2
1,6,2019,Charter,Departure,International,2
1,6,2019,Scheduled,Departure,Domestic,21473
1,6,2019,Charter,Arrival,Domestic,9
1,6,2019,Scheduled,Departure,International,5428
1,6,2019,Charter,Departure,Domestic,6
1,6,2019,Scheduled,Arrival,International,5344
1,7,2019,Charter,Departure,Domestic,15
1,7,2019,Charter,Arrival,International,4
1,7,2019,Charter,Arrival,Domestic,10
1,7,2019,Scheduled,Arrival,Domestic,22688
1,7,2019,Scheduled,Departure,International,5776
1,7,2019,Scheduled,Departure,Domestic,22688
1,7,2019,Charter,Departure,International,1
1,7,2019,Scheduled,Arrival,International,5743
1,8,2019,Charter,Arrival,Domestic,8
1,8,2019,Scheduled,Departure,Domestic,22605
1,8,2019,Scheduled,Arrival,International,5567
1,8,2019,Scheduled,Arrival,Domestic,22701
1,8,2019,Charter,Arrival,International,3
1,8,2019,Charter,Departure,Domestic,10
1,8,2019,Scheduled,Departure,International,5602
1,8,2019,Charter,Departure,International,0
1,9,2019,Charter,Departure,International,2
1,9,2019,Scheduled,Arrival,Domestic,20260
1,9,2019,Charter,Arrival,International,3
1,9,2019,Charter,Arrival,Domestic,16
1,9,2019,Scheduled,Departure,International,4980
1,9,2019,Scheduled,Departure,Domestic,20267
1,9,2019,Scheduled,Arrival,International,5068
1,9,2019,Charter,Departure,Domestic,15
1,10,2019,Charter,Departure,International,0
1,10,2019,Scheduled,Departure,Domestic,20895
1,10,2019,Scheduled,Arrival,Domestic,20872
1,10,2019,Charter,Departure,Domestic,17
1,10,2019,Charter,Arrival,Domestic,18
1,10,2019,Scheduled,Departure,International,5068
1,10,2019,Charter,Arrival,International,2
1,10,2019,Scheduled,Arrival,International,5025
1,11,2019,Charter,Arrival,Domestic,15
1,11,2019,Scheduled,Arrival,International,4715
1,11,2019,Scheduled,Arrival,Domestic,19846
1,11,2019,Scheduled,Departure,Domestic,19893
1,11,2019,Charter,Departure,International,0
1,11,2019,Charter,Departure,Domestic,13
1,11,2019,Scheduled,Departure,International,4708
1,11,2019,Charter,Arrival,International,1
1,12,2019,Charter,Departure,Domestic,19
1,12,2019,Scheduled,Arrival,International,5103
1,12,2019,Scheduled,Departure,International,5105
1,12,2019,Charter,Arrival,International,4
1,12,2019,Scheduled,Departure,Domestic,21338
1,12,2019,Charter,Arrival,Domestic,15
1,12,2019,Scheduled,Arrival,Domestic,21317
1,1,2020,Scheduled,Departure,Domestic,20326
1,1,2020,Charter,Arrival,Domestic,14
1,1,2020,Scheduled,Departure,International,4919
1,1,2020,Charter,Arrival,International,3
1,1,2020,Scheduled,Arrival,Domestic,20269
1,1,2020,Scheduled,Arrival,International,4928
1,1,2020,Charter,Departure,Domestic,18
1,1,2020,Charter,Departure,International,0
1,2,2020,Scheduled,Departure,Domestic,19014
1,2,2020,Scheduled,Arrival,Domestic,18991
1,2,2020,Charter,Departure,International,2
1,2,2020,Charter,Arrival,International,2
1,2,2020,Charter,Departure,Domestic,17
1,2,2020,Scheduled,Departure,International,4141
1,2,2020,Charter,Arrival,Domestic,17
1,2,2020,Scheduled,Arrival,International,4142
1,3,2020,Scheduled,Departure,International,3222
1,3,2020,Scheduled,Departure,Domestic,17754
1,3,2020,Scheduled,Arrival,Domestic,17777
1,3,2020,Scheduled,Arrival,International,3259
1,3,2020,Charter,Arrival,Domestic,6
1,3,2020,Charter,Departure,International,4
1,3,2020,Charter,Arrival,International,7
1,3,2020,Charter,Departure,Domestic,10
1,4,2020,Scheduled,Departure,International,589
1,4,2020,Scheduled,Arrival,International,592
1,4,2020,Scheduled,Departure,Domestic,4957
1,4,2020,Charter,Departure,International,9
1,4,2020,Charter,Arrival,Domestic,6
1,4,2020,Charter,Departure,Domestic,5
1,4,2020,Charter,Arrival,International,8
1,4,2020,Scheduled,Arrival,Domestic,4935
1,5,2020,Charter,Departure,Domestic,7
1,5,2020,Scheduled,Arrival,Domestic,4106
1,5,2020,Charter,Arrival,Domestic,8
1,5,2020,Charter,Departure,International,5
1,5,2020,Scheduled,Departure,Domestic,4119
1,5,2020,Scheduled,Departure,International,552
1,5,2020,Charter,Arrival,International,2
1,5,2020,Scheduled,Arrival,International,561
1,6,2020,Scheduled,Departure,International,657
1,6,2020,Charter,Departure,Domestic,7
1,6,2020,Scheduled,Arrival,Domestic,5519
1,6,2020,Scheduled,Arrival,International,659
1,6,2020,Charter,Arrival,Domestic,8
1,6,2020,Scheduled,Departure,Domestic,5650
1,7,2020,Charter,Departure,Domestic,12
1,7,2020,Charter,Arrival,Domestic,10
1,7,2020,Charter,Arrival,International,7
1,7,2020,Scheduled,Departure,International,1037
1,7,2020,Scheduled,Departure,Domestic,8998
1,7,2020,Scheduled,Arrival,International,1027
1,7,2020,Charter,Departure,International,11
1,7,2020,Scheduled,Arrival,Domestic,9027
1,8,2020,Charter,Arrival,International,8
1,8,2020,Scheduled,Arrival,International,1185
1,8,2020,Charter,Arrival,Domestic,16
1,8,2020,Charter,Departure,Domestic,16
1,8,2020,Scheduled,Departure,International,1175
1,8,2020,Scheduled,Arrival,Domestic,9758
1,8,2020,Charter,Departure,International,8
1,8,2020,Scheduled,Departure,Domestic,9763
1,9,2020,Scheduled,Departure,International,1267
1,9,2020,Scheduled,Arrival,Domestic,8544
1,9,2020,Charter,Departure,Domestic,18
1,9,2020,Scheduled,Departure,Domestic,8548
1,9,2020,Scheduled,Arrival,International,1254
1,9,2020,Charter,Arrival,Domestic,21
1,10,2020,Scheduled,Arrival,International,1513
1,10,2020,Charter,Departure,Domestic,26
1,10,2020,Scheduled,Arrival,Domestic,9442
1,10,2020,Scheduled,Departure,International,1515
1,10,2020,Charter,Departure,International,1
1,10,2020,Charter,Arrival,Domestic,26
1,10,2020,Charter,Arrival,International,2
1,10,2020,Scheduled,Departure,Domestic,9451
1,11,2020,Charter,Departure,Domestic,31
1,11,2020,Scheduled,Arrival,International,1636
1,11,2020,Scheduled,Departure,Domestic,9854
1,11,2020,Charter,Departure,International,0
1,11,2020,Scheduled,Arrival,Domestic,9883
1,11,2020,Charter,Arrival,Domestic,28
1,11,2020,Charter,Arrival,International,1
1,11,2020,Scheduled,Departure,International,1645
1,12,2020,Charter,Departure,Domestic,15
1,12,2020,Charter,Arrival,Domestic,19
1,12,2020,Scheduled,Arrival,Domestic,10578
1,12,2020,Scheduled,Arrival,International,2081
1,12,2020,Scheduled,Departure,Domestic,10609
1,12,2020,Scheduled,Departure,International,2021
1,12,2020,Charter,Arrival,International,3
1,1,2021,Scheduled,Arrival,International,2248
1,1,2021,Scheduled,Arrival,Domestic,10110
1,1,2021,Charter,Arrival,Domestic,15
1,1,2021,Charter,Departure,International,3
1,1,2021,Scheduled,Departure,International,2303
1,1,2021,Charter,Departure,Domestic,18
1,1,2021,Charter,Arrival,International,4
1,1,2021,Scheduled,Departure,Domestic,10142
1,2,2021,Scheduled,Departure,International,1690
1,2,2021,Scheduled,Arrival,International,1619
1,2,2021,Scheduled,Arrival,Domestic,9037
1,2,2021,Charter,Arrival,International,1
1,2,2021,Scheduled,Departure,Domestic,9044
1,2,2021,Charter,Departure,Domestic,11
1,2,2021,Charter,Arrival,Domestic,10
1,3,2021,Charter,Departure,Domestic,19
1,3,2021,Scheduled,Arrival,Domestic,11764
1,3,2021,Scheduled,Arrival,International,1721
1,3,2021,Scheduled,Departure,Domestic,11771
1,3,2021,Scheduled,Departure,International,1727
1,3,2021,Charter,Arrival,Domestic,18
1,4,2021,Charter,Departure,Domestic,23
1,4,2021,Scheduled,Arrival,Domestic,12171
1,4,2021,Charter,Arrival,International,2
1,4,2021,Scheduled,Departure,International,1928
1,4,2021,Scheduled,Departure,Domestic,12179
1,4,2021,Charter,Arrival,Domestic,17
1,4,2021,Scheduled,Arrival,International,1911
1,5,2021,Scheduled,Arrival,International,2325
1,5,2021,Charter,Arrival,International,2
1,5,2021,Scheduled,Departure,International,2369
1,5,2021,Scheduled,Arrival,Domestic,14434
1,5,2021,Charter,Departure,Domestic,36
1,5,2021,Scheduled,Departure,Domestic,14479
1,5,2021,Charter,Arrival,Domestic,34
1,6,2021,Scheduled,Arrival,Domestic,16519
1,6,2021,Charter,Departure,International,0
1,6,2021,Scheduled,Departure,Domestic,16534
1,6,2021,Scheduled,Arrival,International,2646
1,6,2021,Charter,Departure,Domestic,26
1,6,2021,Charter,Arrival,International,2
1,6,2021,Charter,Arrival,Domestic,22
1,6,2021,Scheduled,Departure,International,2573
1,7,2021,Charter,Departure,Domestic,29
1,7,2021,Charter,Arrival,Domestic,28
1,7,2021,Scheduled,Arrival,Domestic,17890
1,7,2021,Scheduled,Departure,International,2977
1,7,2021,Charter,Departure,International,0
1,7,2021,Scheduled,Departure,Domestic,17881
1,7,2021,Charter,Arrival,International,2
1,7,2021,Scheduled,Arrival,International,2996
1,8,2021,Scheduled,Arrival,Domestic,17792
1,8,2021,Scheduled,Departure,Domestic,17966
1,8,2021,Charter,Departure,International,3
1,8,2021,Scheduled,Departure,International,3051
1,8,2021,Charter,Arrival,International,6
1,8,2021,Scheduled,Arrival,International,3131
1,8,2021,Charter,Departure,Domestic,32
1,8,2021,Charter,Arrival,Domestic,28
1,9,2021,Scheduled,Arrival,Domestic,16640
1,9,2021,Scheduled,Departure,International,2763
1,9,2021,Scheduled,Departure,Domestic,16643
1,9,2021,Scheduled,Arrival,International,2796
1,9,2021,Charter,Arrival,Domestic,37
1,9,2021,Charter,Departure,Domestic,37
1,10,2021,Charter,Departure,International,5
1,10,2021,Scheduled,Departure,International,2882
1,10,2021,Charter,Arrival,International,4
1,10,2021,Scheduled,Arrival,Domestic,17030
1,10,2021,Scheduled,Arrival,International,2873
1,10,2021,Scheduled,Departure,Domestic,17028
1,10,2021,Charter,Departure,Domestic,45
1,10,2021,Charter,Arrival,Domestic,43
1,11,2021,Scheduled,Departure,Domestic,16408
1,11,2021,Scheduled,Departure,International,3213
1,11,2021,Charter,Arrival,International,1
1,11,2021,Scheduled,Arrival,Domestic,16402
1,11,2021,Scheduled,Arrival,International,3201
1,11,2021,Charter,Departure,International,4
1,11,2021,Charter,Departure,Domestic,51
1,11,2021,Charter,Arrival,Domestic,55
1,12,2021,Charter,Departure,International,12
1,12,2021,Scheduled,Departure,Domestic,16011
1,12,2021,Scheduled,Arrival,International,3510
1,12,2021,Charter,Arrival,International,14
1,12,2021,Scheduled,Arrival,Domestic,16014
1,12,2021,Scheduled,Departure,International,3502
1,12,2021,Charter,Departure,Domestic,33
1,12,2021,Charter,Arrival,Domestic,30
1,1,2022,Charter,Arrival,International,10
1,1,2022,Scheduled,Departure,Domestic,15375
1,1,2022,Scheduled,Departure,International,3337
1,1,2022,Scheduled,Arrival,Domestic,15376
1,1,2022,Scheduled,Arrival,International,3339
1,1,2022,Charter,Departure,International,10
1,1,2022,Charter,Departure,Domestic,72
1,1,2022,Charter,Arrival,Domestic,74
1,2,2022,Scheduled,Arrival,Domestic,14132
1,2,2022,Scheduled,Departure,Domestic,14141
1,2,2022,Scheduled,Departure,International,2762
1,2,2022,Charter,Departure,International,1
1,2,2022,Scheduled,Arrival,International,2758
1,2,2022,Charter,Departure,Domestic,62
1,2,2022,Charter,Arrival,Domestic,64
1,3,2022,Charter,Departure,Domestic,85
1,3,2022,Charter,Departure,International,1
1,3,2022,Charter,Arrival,Domestic,84
1,3,2022,Scheduled,Departure,Domestic,16000
1,3,2022,Scheduled,Arrival,Domestic,15975
1,3,2022,Scheduled,Arrival,International,3306
1,3,2022,Scheduled,Departure,International,3305
1,4,2022,Scheduled,Arrival,International,3539
1,4,2022,Charter,Arrival,Domestic,98
1,4,2022,Scheduled,Departure,International,3545
1,4,2022,Scheduled,Departure,Domestic,15734
1,4,2022,Charter,Arrival,International,5
1,4,2022,Scheduled,Arrival,Domestic,15744
1,4,2022,Charter,Departure,Domestic,96
1,4,2022,Charter,Departure,International,4
1,5,2022,Charter,Arrival,Domestic,57
1,5,2022,Charter,Departure,Domestic,52
1,5,2022,Charter,Arrival,International,2
1,5,2022,Scheduled,Arrival,Domestic,16846
1,5,2022,Scheduled,Departure,International,3806
1,5,2022,Charter,Departure,International,3
1,5,2022,Scheduled,Arrival,International,3841
1,5,2022,Scheduled,Departure,Domestic,16860
1,6,2022,Charter,Departure,Domestic,23
1,6,2022,Charter,Arrival,Domestic,23
1,6,2022,Charter,Departure,International,1
1,6,2022,Scheduled,Arrival,International,4131
1,6,2022,Charter,Arrival,International,2
1,6,2022,Scheduled,Departure,Domestic,16920
1,6,2022,Scheduled,Arrival,Domestic,17513
1,6,2022,Scheduled,Departure,International,4144
1,7,2022,Charter,Departure,Domestic,36
1,7,2022,Scheduled,Arrival,Domestic,17141
1,7,2022,Scheduled,Departure,International,4518
1,7,2022,Charter,Arrival,International,2
1,7,2022,Scheduled,Departure,Domestic,17136
1,7,2022,Charter,Arrival,Domestic,39
1,7,2022,Charter,Departure,International,1
1,7,2022,Scheduled,Arrival,International,4523
