Day,Month,Year,FlightType,Arrival_Departure,Domestic_International,FlightOpsCount
1,7,2012,Scheduled,Departure,Domestic,20991
1,7,2012,Charter,Departure,Domestic,8
1,7,2012,Scheduled,Arrival,International,4135
1,7,2012,Charter,Arrival,Domestic,12
1,7,2012,Scheduled,Departure,International,4139
1,7,2012,Charter,Arrival,International,2
1,7,2012,Charter,Departure,International,6
1,8,2012,Charter,Arrival,International,2
1,8,2012,Scheduled,Arrival,Domestic,20832
1,8,2012,Scheduled,Arrival,International,4084
1,8,2012,Charter,Departure,Domestic,11
1,8,2012,Charter,Departure,International,2
1,8,2012,Scheduled,Departure,Domestic,20815
1,8,2012,Scheduled,Departure,International,4083
1,8,2012,Charter,Arrival,Domestic,12
1,9,2012,Scheduled,Departure,International,3627
1,9,2012,Charter,Arrival,International,6
1,9,2012,Scheduled,Departure,Domestic,18585
1,9,2012,Charter,Arrival,Domestic,9
1,9,2012,Scheduled,Arrival,International,3621
1,9,2012,Scheduled,Arrival,Domestic,18591
1,9,2012,Charter,Departure,Domestic,23
1,10,2012,Charter,Departure,Domestic,33
1,10,2012,Scheduled,Arrival,Domestic,18852
1,10,2012,Charter,Arrival,International,4
1,10,2012,Scheduled,Arrival,International,3610
1,10,2012,Scheduled,Departure,Domestic,18828
1,10,2012,Charter,Arrival,Domestic,19
1,10,2012,Scheduled,Departure,International,3605
1,11,2012,Charter,Arrival,Domestic,24
1,11,2012,Scheduled,Arrival,Domestic,18013
1,11,2012,Scheduled,Arrival,International,3342
1,11,2012,Charter,Departure,International,4
1,11,2012,Charter,Arrival,International,6
1,11,2012,Charter,Departure,Domestic,29
1,11,2012,Scheduled,Departure,International,3342
1,11,2012,Scheduled,Departure,Domestic,18015
1,12,2012,Charter,Departure,Domestic,28
1,12,2012,Scheduled,Arrival,Domestic,18617
1,12,2012,Charter,Arrival,International,8
1,12,2012,Scheduled,Departure,Domestic,18658
1,12,2012,Scheduled,Arrival,International,3743
1,12,2012,Scheduled,Departure,International,3731
1,12,2012,Charter,Departure,International,4
1,12,2012,Charter,Arrival,Domestic,31
1,1,2013,Charter,Departure,International,12
1,1,2013,Scheduled,Arrival,International,3695
1,1,2013,Charter,Arrival,International,12
1,1,2013,Scheduled,Departure,International,3703
1,1,2013,Charter,Arrival,Domestic,24
1,1,2013,Charter,Departure,Domestic,35
1,1,2013,Scheduled,Departure,Domestic,18058
1,1,2013,Scheduled,Arrival,Domestic,18077
1,2,2013,Scheduled,Departure,Domestic,16407
1,2,2013,Charter,Departure,International,2
1,2,2013,Charter,Arrival,Domestic,15
1,2,2013,Charter,Departure,Domestic,13
1,2,2013,Scheduled,Arrival,International,3246
1,2,2013,Charter,Arrival,International,3
1,2,2013,Scheduled,Departure,International,3223
1,2,2013,Scheduled,Arrival,Domestic,16395
1,3,2013,Scheduled,Arrival,International,3714
1,3,2013,Scheduled,Departure,Domestic,19048
1,3,2013,Charter,Arrival,International,4
1,3,2013,Scheduled,Departure,International,3712
1,3,2013,Charter,Departure,International,3
1,3,2013,Charter,Arrival,Domestic,28
1,3,2013,Scheduled,Arrival,Domestic,19066
1,3,2013,Charter,Departure,Domestic,29
1,4,2013,Scheduled,Departure,International,3639
1,4,2013,Charter,Departure,International,3
1,4,2013,Scheduled,Departure,Domestic,18730
1,4,2013,Charter,Departure,Domestic,29
1,4,2013,Charter,Arrival,Domestic,26
1,4,2013,Charter,Arrival,International,5
1,4,2013,Scheduled,Arrival,Domestic,18689
1,4,2013,Scheduled,Arrival,International,3653
1,5,2013,Scheduled,Departure,International,3830
1,5,2013,Scheduled,Arrival,Domestic,19720
1,5,2013,Charter,Departure,Domestic,8
1,5,2013,Scheduled,Departure,Domestic,19745
1,5,2013,Charter,Arrival,International,1
1,5,2013,Scheduled,Arrival,International,3822
1,5,2013,Charter,Arrival,Domestic,12
1,5,2013,Charter,Departure,International,2
1,6,2013,Scheduled,Departure,Domestic,20480
1,6,2013,Charter,Departure,Domestic,9
1,6,2013,Scheduled,Departure,International,3921
1,6,2013,Scheduled,Arrival,Domestic,20485
1,6,2013,Charter,Departure,International,3
1,6,2013,Scheduled,Arrival,International,3939
1,6,2013,Charter,Arrival,International,5
1,6,2013,Charter,Arrival,Domestic,9
1,7,2013,Scheduled,Arrival,Domestic,21463
1,7,2013,Scheduled,Departure,Domestic,21441
1,7,2013,Charter,Arrival,Domestic,14
1,7,2013,Charter,Departure,Domestic,11
1,7,2013,Scheduled,Departure,International,4390
1,7,2013,Scheduled,Arrival,International,4380
1,7,2013,Charter,Departure,International,7
1,7,2013,Charter,Arrival,International,7
1,8,2013,Charter,Arrival,International,5
1,8,2013,Scheduled,Arrival,Domestic,21084
1,8,2013,Charter,Departure,International,3
1,8,2013,Scheduled,Departure,Domestic,21073
1,8,2013,Charter,Arrival,Domestic,14
1,8,2013,Scheduled,Arrival,International,4308
1,8,2013,Charter,Departure,Domestic,12
1,8,2013,Scheduled,Departure,International,4322
1,9,2013,Scheduled,Departure,International,3825
1,9,2013,Charter,Departure,Domestic,15
1,9,2013,Charter,Arrival,Domestic,18
1,9,2013,Scheduled,Departure,Domestic,19465
1,9,2013,Scheduled,Arrival,International,3812
1,9,2013,Scheduled,Arrival,Domestic,19462
1,9,2013,Charter,Arrival,International,14
1,9,2013,Charter,Departure,International,10
1,10,2013,Scheduled,Arrival,Domestic,20104
1,10,2013,Charter,Departure,Domestic,28
1,10,2013,Scheduled,Departure,Domestic,20116
1,10,2013,Scheduled,Arrival,International,3830
1,10,2013,Scheduled,Departure,International,3843
1,10,2013,Charter,Departure,International,3
1,10,2013,Charter,Arrival,International,7
1,10,2013,Charter,Arrival,Domestic,24
1,11,2013,Scheduled,Departure,International,3568
1,11,2013,Scheduled,Departure,Domestic,18759
1,11,2013,Charter,Arrival,International,8
1,11,2013,Charter,Arrival,Domestic,34
1,11,2013,Scheduled,Arrival,Domestic,18774
1,11,2013,Charter,Departure,Domestic,31
1,11,2013,Scheduled,Arrival,International,3563
1,11,2013,Charter,Departure,International,3
1,12,2013,Charter,Departure,Domestic,39
1,12,2013,Scheduled,Arrival,Domestic,20092
1,12,2013,Charter,Arrival,International,5
1,12,2013,Scheduled,Departure,Domestic,20058
1,12,2013,Charter,Arrival,Domestic,45
1,12,2013,Scheduled,Departure,International,3890
1,12,2013,Scheduled,Arrival,International,3891
1,12,2013,Charter,Departure,International,4
1,1,2014,Charter,Departure,Domestic,70
1,1,2014,Scheduled,Departure,International,3911
1,1,2014,Charter,Arrival,International,6
1,1,2014,Charter,Arrival,Domestic,57
1,1,2014,Scheduled,Arrival,Domestic,19312
1,1,2014,Scheduled,Departure,Domestic,19319
1,1,2014,Scheduled,Arrival,International,3913
1,2,2014,Scheduled,Arrival,International,3418
1,2,2014,Charter,Arrival,Domestic,21
1,2,2014,Charter,Arrival,International,9
1,2,2014,Scheduled,Arrival,Domestic,17324
1,2,2014,Charter,Departure,Domestic,24
1,2,2014,Charter,Departure,International,1
1,2,2014,Scheduled,Departure,International,3426
1,2,2014,Scheduled,Departure,Domestic,17312
1,3,2014,Charter,Departure,International,9
1,3,2014,Scheduled,Departure,International,3996
1,3,2014,Scheduled,Arrival,International,3993
1,3,2014,Scheduled,Departure,Domestic,20186
1,3,2014,Charter,Arrival,International,11
1,3,2014,Charter,Departure,Domestic,43
1,3,2014,Scheduled,Arrival,Domestic,20156
1,3,2014,Charter,Arrival,Domestic,43
1,4,2014,Charter,Departure,International,4
1,4,2014,Charter,Arrival,Domestic,28
1,4,2014,Scheduled,Departure,Domestic,19623
1,4,2014,Charter,Departure,Domestic,31
1,4,2014,Scheduled,Departure,International,3918
1,4,2014,Charter,Arrival,International,8
1,4,2014,Scheduled,Arrival,International,3904
1,4,2014,Scheduled,Arrival,Domestic,19567
1,5,2014,Charter,Arrival,Domestic,13
1,5,2014,Charter,Arrival,International,3
1,5,2014,Scheduled,Arrival,Domestic,20485
1,5,2014,Charter,Departure,Domestic,13
1,5,2014,Scheduled,Arrival,International,4105
1,5,2014,Scheduled,Departure,Domestic,20488
1,5,2014,Scheduled,Departure,International,4130
1,6,2014,Scheduled,Departure,Domestic,20981
1,6,2014,Scheduled,Arrival,Domestic,20994
1,6,2014,Scheduled,Arrival,International,4304
1,6,2014,Charter,Departure,Domestic,12
1,6,2014,Charter,Arrival,International,2
1,6,2014,Charter,Arrival,Domestic,11
1,6,2014,Scheduled,Departure,International,4331
1,7,2014,Charter,Arrival,International,2
1,7,2014,Charter,Departure,Domestic,17
1,7,2014,Scheduled,Arrival,Domestic,22120
1,7,2014,Charter,Arrival,Domestic,18
1,7,2014,Scheduled,Departure,Domestic,22112
1,7,2014,Scheduled,Departure,International,4683
1,7,2014,Charter,Departure,International,1
1,7,2014,Scheduled,Arrival,International,4650
1,8,2014,Scheduled,Arrival,International,4523
1,8,2014,Scheduled,Departure,International,4588
1,8,2014,Charter,Arrival,Domestic,17
1,8,2014,Scheduled,Departure,Domestic,21517
1,8,2014,Charter,Arrival,International,2
1,8,2014,Scheduled,Arrival,Domestic,21552
1,8,2014,Charter,Departure,Domestic,17
1,9,2014,Scheduled,Departure,International,3953
1,9,2014,Charter,Departure,International,2
1,9,2014,Charter,Arrival,Domestic,17
1,9,2014,Scheduled,Arrival,International,3929
1,9,2014,Charter,Departure,Domestic,24
1,9,2014,Charter,Arrival,International,8
1,9,2014,Scheduled,Arrival,Domestic,19736
1,9,2014,Scheduled,Departure,Domestic,19702
1,10,2014,Scheduled,Arrival,Domestic,20577
1,10,2014,Scheduled,Arrival,International,3901
1,10,2014,Charter,Departure,International,1
1,10,2014,Charter,Arrival,International,3
1,10,2014,Scheduled,Departure,International,4033
1,10,2014,Charter,Departure,Domestic,44
1,10,2014,Charter,Arrival,Domestic,37
1,10,2014,Scheduled,Departure,Domestic,20303
1,11,2014,Charter,Arrival,International,6
1,11,2014,Charter,Arrival,Domestic,32
1,11,2014,Charter,Departure,International,4
1,11,2014,Scheduled,Departure,International,3752
1,11,2014,Scheduled,Arrival,Domestic,18941
1,11,2014,Scheduled,Departure,Domestic,18836
1,11,2014,Scheduled,Arrival,International,3627
1,11,2014,Charter,Departure,Domestic,30
1,12,2014,Charter,Departure,International,2
1,12,2014,Charter,Arrival,Domestic,25
1,12,2014,Charter,Departure,Domestic,30
1,12,2014,Scheduled,Arrival,Domestic,19548
1,12,2014,Scheduled,Departure,International,4129
1,12,2014,Charter,Arrival,International,7
1,12,2014,Scheduled,Arrival,International,4020
1,12,2014,Scheduled,Departure,Domestic,19423
1,1,2015,Charter,Departure,International,17
1,1,2015,Scheduled,Arrival,International,4122
1,1,2015,Scheduled,Departure,Domestic,19501
1,1,2015,Charter,Arrival,Domestic,33
1,1,2015,Charter,Departure,Domestic,33
1,1,2015,Scheduled,Arrival,Domestic,19564
1,1,2015,Charter,Arrival,International,11
1,1,2015,Scheduled,Departure,International,4209
1,2,2015,Scheduled,Departure,International,3630
1,2,2015,Scheduled,Arrival,Domestic,17654
1,2,2015,Scheduled,Departure,Domestic,17583
1,2,2015,Charter,Arrival,International,5
1,2,2015,Charter,Arrival,Domestic,24
1,2,2015,Scheduled,Arrival,International,3534
1,2,2015,Charter,Departure,International,4
1,2,2015,Charter,Departure,Domestic,20
1,3,2015,Scheduled,Departure,International,4157
1,3,2015,Charter,Arrival,Domestic,32
1,3,2015,Scheduled,Arrival,International,4082
1,3,2015,Charter,Departure,International,1
1,3,2015,Scheduled,Departure,Domestic,20344
1,3,2015,Charter,Arrival,International,4
1,3,2015,Charter,Departure,Domestic,33
1,3,2015,Scheduled,Arrival,Domestic,20427
1,4,2015,Scheduled,Arrival,International,4175
1,4,2015,Charter,Departure,International,2
1,4,2015,Charter,Departure,Domestic,29
1,4,2015,Scheduled,Departure,International,4222
1,4,2015,Charter,Arrival,International,4
1,4,2015,Scheduled,Arrival,Domestic,19664
1,4,2015,Scheduled,Departure,Domestic,19870
1,4,2015,Charter,Arrival,Domestic,28
1,5,2015,Scheduled,Arrival,Domestic,20386
1,5,2015,Scheduled,Arrival,International,4443
1,5,2015,Charter,Departure,International,1
1,5,2015,Charter,Arrival,Domestic,18
1,5,2015,Scheduled,Departure,International,4503
1,5,2015,Charter,Departure,Domestic,17
1,5,2015,Scheduled,Departure,Domestic,20324
1,5,2015,Charter,Arrival,International,2
1,6,2015,Scheduled,Arrival,International,4644
1,6,2015,Scheduled,Departure,International,4690
1,6,2015,Charter,Departure,International,1
1,6,2015,Scheduled,Departure,Domestic,20721
1,6,2015,Charter,Arrival,Domestic,10
1,6,2015,Scheduled,Arrival,Domestic,20774
1,6,2015,Charter,Departure,Domestic,15
1,6,2015,Charter,Arrival,International,6
1,7,2015,Scheduled,Arrival,Domestic,21691
1,7,2015,Scheduled,Arrival,International,5066
1,7,2015,Scheduled,Departure,Domestic,21658
1,7,2015,Scheduled,Departure,International,5134
1,7,2015,Charter,Arrival,Domestic,7
1,7,2015,Charter,Departure,Domestic,11
1,7,2015,Charter,Arrival,International,3
1,8,2015,Scheduled,Arrival,International,5006
1,8,2015,Charter,Departure,International,2
1,8,2015,Charter,Arrival,International,4
1,8,2015,Charter,Departure,Domestic,4
1,8,2015,Charter,Arrival,Domestic,2
1,8,2015,Scheduled,Departure,Domestic,21356
1,8,2015,Scheduled,Arrival,Domestic,21393
1,8,2015,Scheduled,Departure,International,5067
1,9,2015,Scheduled,Departure,Domestic,19512
1,9,2015,Scheduled,Departure,International,4504
1,9,2015,Charter,Departure,Domestic,11
1,9,2015,Charter,Arrival,Domestic,11
1,9,2015,Scheduled,Arrival,Domestic,19541
1,9,2015,Scheduled,Arrival,International,4444
1,9,2015,Charter,Arrival,International,2
1,10,2015,Charter,Arrival,International,8
1,10,2015,Charter,Departure,International,6
1,10,2015,Scheduled,Arrival,Domestic,20341
1,10,2015,Scheduled,Departure,International,4556
1,10,2015,Scheduled,Departure,Domestic,20261
1,10,2015,Charter,Arrival,Domestic,26
1,10,2015,Scheduled,Arrival,International,4489
1,10,2015,Charter,Departure,Domestic,26
1,11,2015,Charter,Arrival,Domestic,32
1,11,2015,Scheduled,Arrival,International,4158
1,11,2015,Charter,Departure,Domestic,33
1,11,2015,Charter,Departure,International,1
1,11,2015,Scheduled,Arrival,Domestic,19310
1,11,2015,Scheduled,Departure,Domestic,19254
1,11,2015,Scheduled,Departure,International,4148
1,11,2015,Charter,Arrival,International,2
1,12,2015,Scheduled,Arrival,Domestic,20147
1,12,2015,Charter,Arrival,International,8
1,12,2015,Scheduled,Arrival,International,4538
1,12,2015,Charter,Departure,International,6
1,12,2015,Scheduled,Departure,International,4523
1,12,2015,Scheduled,Departure,Domestic,20106
1,12,2015,Charter,Arrival,Domestic,42
1,12,2015,Charter,Departure,Domestic,36
1,1,2016,Charter,Departure,Domestic,53
1,1,2016,Scheduled,Departure,Domestic,19451
1,1,2016,Scheduled,Arrival,Domestic,19443
1,1,2016,Scheduled,Arrival,International,4517
1,1,2016,Charter,Arrival,Domestic,41
1,1,2016,Charter,Departure,International,5
1,1,2016,Charter,Arrival,International,7
1,1,2016,Scheduled,Departure,International,4500
1,2,2016,Scheduled,Arrival,Domestic,18427
1,2,2016,Scheduled,Departure,Domestic,18420
1,2,2016,Scheduled,Departure,International,4141
1,2,2016,Charter,Departure,Domestic,25
1,2,2016,Charter,Arrival,Domestic,22
1,2,2016,Charter,Departure,International,7
1,2,2016,Scheduled,Arrival,International,4079
1,2,2016,Charter,Arrival,International,10
1,3,2016,Scheduled,Departure,International,4565
1,3,2016,Charter,Departure,Domestic,16
1,3,2016,Charter,Arrival,Domestic,20
1,3,2016,Scheduled,Arrival,International,4543
1,3,2016,Scheduled,Departure,Domestic,20539
1,3,2016,Scheduled,Arrival,Domestic,20568
1,3,2016,Charter,Arrival,International,2
1,3,2016,Charter,Departure,International,4
1,4,2016,Charter,Arrival,Domestic,24
1,4,2016,Charter,Arrival,International,6
1,4,2016,Scheduled,Arrival,Domestic,19952
1,4,2016,Scheduled,Departure,International,4539
1,4,2016,Scheduled,Arrival,International,4569
1,4,2016,Charter,Departure,Domestic,23
1,4,2016,Scheduled,Departure,Domestic,20005
1,4,2016,Charter,Departure,International,8
1,5,2016,Charter,Departure,International,4
1,5,2016,Charter,Departure,Domestic,15
1,5,2016,Scheduled,Arrival,International,4893
1,5,2016,Scheduled,Departure,International,4898
1,5,2016,Charter,Arrival,Domestic,10
1,5,2016,Scheduled,Arrival,Domestic,20862
1,5,2016,Charter,Arrival,International,6
1,5,2016,Scheduled,Departure,Domestic,21231
1,6,2016,Scheduled,Arrival,International,5091
1,6,2016,Scheduled,Departure,Domestic,22326
1,6,2016,Charter,Arrival,International,4
1,6,2016,Charter,Departure,International,6
1,6,2016,Charter,Arrival,Domestic,8
1,6,2016,Scheduled,Departure,International,5031
1,6,2016,Charter,Departure,Domestic,7
1,6,2016,Scheduled,Arrival,Domestic,22288
1,7,2016,Charter,Departure,International,5
1,7,2016,Scheduled,Departure,International,5534
1,7,2016,Charter,Arrival,International,5
1,7,2016,Charter,Arrival,Domestic,10
1,7,2016,Scheduled,Arrival,International,5549
1,7,2016,Scheduled,Departure,Domestic,22987
1,7,2016,Scheduled,Arrival,Domestic,22940
1,7,2016,Charter,Departure,Domestic,7
1,8,2016,Charter,Arrival,Domestic,6
1,8,2016,Scheduled,Departure,Domestic,22989
1,8,2016,Scheduled,Departure,International,5459
1,8,2016,Charter,Arrival,International,2
1,8,2016,Scheduled,Arrival,International,5401
1,8,2016,Charter,Departure,Domestic,7
1,8,2016,Scheduled,Arrival,Domestic,22983
1,9,2016,Charter,Departure,International,1
1,9,2016,Scheduled,Departure,Domestic,20739
1,9,2016,Charter,Arrival,International,21
1,9,2016,Scheduled,Departure,International,4876
1,9,2016,Scheduled,Arrival,International,4809
1,9,2016,Scheduled,Arrival,Domestic,20712
1,9,2016,Charter,Arrival,Domestic,10
1,9,2016,Charter,Departure,Domestic,11
1,10,2016,Charter,Arrival,International,5
1,10,2016,Charter,Departure,Domestic,27
1,10,2016,Scheduled,Arrival,International,4941
1,10,2016,Charter,Arrival,Domestic,25
1,10,2016,Scheduled,Arrival,Domestic,21415
1,10,2016,Scheduled,Departure,International,4995
1,10,2016,Scheduled,Departure,Domestic,21371
1,10,2016,Charter,Departure,International,1
1,11,2016,Charter,Departure,Domestic,35
1,11,2016,Scheduled,Arrival,International,4617
1,11,2016,Charter,Departure,International,1
1,11,2016,Scheduled,Departure,International,4680
1,11,2016,Charter,Arrival,Domestic,32
1,11,2016,Charter,Arrival,International,2
1,11,2016,Scheduled,Departure,Domestic,20582
1,11,2016,Scheduled,Arrival,Domestic,20565
1,12,2016,Charter,Arrival,Domestic,38
1,12,2016,Scheduled,Departure,Domestic,21226
1,12,2016,Scheduled,Departure,International,5363
1,12,2016,Scheduled,Arrival,Domestic,21204
1,12,2016,Charter,Departure,International,2
1,12,2016,Charter,Departure,Domestic,27
1,12,2016,Scheduled,Arrival,International,5330
1,12,2016,Charter,Arrival,International,9
1,1,2017,Scheduled,Departure,International,5188
1,1,2017,Charter,Arrival,Domestic,26
1,1,2017,Charter,Departure,International,4
1,1,2017,Scheduled,Arrival,International,5195
1,1,2017,Charter,Departure,Domestic,38
1,1,2017,Charter,Arrival,International,7
1,1,2017,Scheduled,Departure,Domestic,20643
1,1,2017,Scheduled,Arrival,Domestic,20572
1,2,2017,Scheduled,Departure,Domestic,18479
1,2,2017,Scheduled,Departure,International,4611
1,2,2017,Charter,Arrival,Domestic,22
1,2,2017,Scheduled,Arrival,Domestic,18465
1,2,2017,Scheduled,Arrival,International,4564
1,2,2017,Charter,Departure,Domestic,21
1,2,2017,Charter,Arrival,International,2
1,3,2017,Scheduled,Departure,Domestic,21447
1,3,2017,Charter,Arrival,International,6
1,3,2017,Charter,Arrival,Domestic,43
1,3,2017,Scheduled,Arrival,Domestic,21482
1,3,2017,Charter,Departure,Domestic,46
1,3,2017,Scheduled,Departure,International,5193
1,3,2017,Scheduled,Arrival,International,5138
1,4,2017,Charter,Arrival,Domestic,7
1,4,2017,Charter,Departure,Domestic,3
1,4,2017,Charter,Arrival,International,3
1,4,2017,Scheduled,Departure,Domestic,20507
1,4,2017,Scheduled,Arrival,Domestic,20516
1,4,2017,Scheduled,Arrival,International,5236
1,4,2017,Scheduled,Departure,International,5240
1,4,2017,Charter,Departure,International,6
1,5,2017,Scheduled,Arrival,Domestic,21413
1,5,2017,Charter,Arrival,Domestic,16
1,5,2017,Charter,Departure,Domestic,16
1,5,2017,Scheduled,Departure,Domestic,21365
1,5,2017,Scheduled,Departure,International,5457
1,5,2017,Charter,Arrival,International,4
1,5,2017,Scheduled,Arrival,International,5412
1,6,2017,Scheduled,Departure,Domestic,21955
1,6,2017,Charter,Departure,Domestic,9
1,6,2017,Scheduled,Arrival,Domestic,21996
1,6,2017,Charter,Arrival,Domestic,8
1,6,2017,Scheduled,Arrival,International,5559
1,6,2017,Charter,Arrival,International,3
1,6,2017,Charter,Departure,International,1
1,6,2017,Scheduled,Departure,International,5615
1,7,2017,Charter,Arrival,International,1
1,7,2017,Charter,Arrival,Domestic,12
1,7,2017,Scheduled,Arrival,International,6017
1,7,2017,Scheduled,Arrival,Domestic,22664
1,7,2017,Scheduled,Departure,International,6072
1,7,2017,Charter,Departure,Domestic,14
1,7,2017,Scheduled,Departure,Domestic,22582
1,8,2017,Charter,Departure,Domestic,10
1,8,2017,Scheduled,Arrival,International,5872
1,8,2017,Scheduled,Arrival,Domestic,22599
1,8,2017,Scheduled,Departure,International,5922
1,8,2017,Charter,Arrival,International,1
1,8,2017,Charter,Arrival,Domestic,8
1,8,2017,Scheduled,Departure,Domestic,22667
1,9,2017,Charter,Arrival,International,1
1,9,2017,Scheduled,Departure,International,5290
1,9,2017,Charter,Departure,Domestic,11
1,9,2017,Scheduled,Arrival,Domestic,20351
1,9,2017,Scheduled,Arrival,International,5240
1,9,2017,Scheduled,Departure,Domestic,20293
1,9,2017,Charter,Arrival,Domestic,9
1,10,2017,Charter,Arrival,International,1
1,10,2017,Scheduled,Departure,Domestic,21353
1,10,2017,Scheduled,Arrival,Domestic,21395
1,10,2017,Charter,Departure,International,1
1,10,2017,Scheduled,Departure,International,5372
1,10,2017,Charter,Departure,Domestic,27
1,10,2017,Scheduled,Arrival,International,5322
1,10,2017,Charter,Arrival,Domestic,32
1,11,2017,Scheduled,Arrival,Domestic,20036
1,11,2017,Charter,Departure,Domestic,39
1,11,2017,Scheduled,Departure,International,5154
1,11,2017,Charter,Arrival,International,2
1,11,2017,Charter,Departure,International,2
1,11,2017,Scheduled,Arrival,International,5094
1,11,2017,Charter,Arrival,Domestic,37
1,11,2017,Scheduled,Departure,Domestic,19978
1,12,2017,Scheduled,Departure,Domestic,20797
1,12,2017,Charter,Arrival,Domestic,60
1,12,2017,Scheduled,Arrival,Domestic,20829
1,12,2017,Scheduled,Departure,International,5677
1,12,2017,Charter,Departure,Domestic,44
1,12,2017,Scheduled,Arrival,International,5629
1,1,2018,Scheduled,Departure,Domestic,20505
1,1,2018,Charter,Arrival,International,2
1,1,2018,Scheduled,Departure,International,5533
1,1,2018,Charter,Departure,Domestic,48
1,1,2018,Scheduled,Arrival,Domestic,20524
1,1,2018,Scheduled,Arrival,International,5527
1,1,2018,Charter,Arrival,Domestic,34
1,2,2018,Scheduled,Arrival,International,4822
1,2,2018,Charter,Arrival,Domestic,34
1,2,2018,Charter,Arrival,International,3
1,2,2018,Charter,Departure,International,2
1,2,2018,Scheduled,Arrival,Domestic,18553
1,2,2018,Charter,Departure,Domestic,31
1,2,2018,Scheduled,Departure,Domestic,18532
1,2,2018,Scheduled,Departure,International,4864
1,3,2018,Charter,Arrival,Domestic,27
1,3,2018,Charter,Arrival,International,3
1,3,2018,Scheduled,Departure,International,5493
1,3,2018,Charter,Departure,Domestic,29
1,3,2018,Scheduled,Arrival,International,5450
1,3,2018,Scheduled,Arrival,Domestic,21215
1,3,2018,Scheduled,Departure,Domestic,21190
1,4,2018,Scheduled,Departure,Domestic,21142
1,4,2018,Scheduled,Arrival,Domestic,21052
1,4,2018,Scheduled,Arrival,International,5389
1,4,2018,Charter,Arrival,Domestic,6
1,4,2018,Scheduled,Departure,International,5433
1,4,2018,Charter,Departure,Domestic,10
1,4,2018,Charter,Arrival,International,3
1,5,2018,Charter,Departure,International,1
1,5,2018,Scheduled,Arrival,International,5630
1,5,2018,Scheduled,Departure,Domestic,21976
1,5,2018,Scheduled,Arrival,Domestic,21920
1,5,2018,Scheduled,Departure,International,5695
1,5,2018,Charter,Arrival,Domestic,8
1,5,2018,Charter,Arrival,International,3
1,5,2018,Charter,Departure,Domestic,9
1,6,2018,Charter,Departure,International,2
1,6,2018,Charter,Arrival,Domestic,17
1,6,2018,Charter,Departure,Domestic,18
1,6,2018,Scheduled,Arrival,International,5753
1,6,2018,Scheduled,Departure,International,5676
1,6,2018,Scheduled,Arrival,Domestic,22171
1,6,2018,Charter,Arrival,International,1
1,6,2018,Scheduled,Departure,Domestic,22183
1,7,2018,Scheduled,Departure,Domestic,22811
1,7,2018,Charter,Arrival,Domestic,11
1,7,2018,Scheduled,Arrival,International,6117
1,7,2018,Charter,Departure,Domestic,13
1,7,2018,Scheduled,Arrival,Domestic,22851
1,7,2018,Scheduled,Departure,International,6177
1,8,2018,Charter,Departure,Domestic,10
1,8,2018,Charter,Arrival,International,1
1,8,2018,Scheduled,Departure,Domestic,22785
1,8,2018,Scheduled,Arrival,Domestic,22856
1,8,2018,Charter,Arrival,Domestic,9
1,8,2018,Scheduled,Departure,International,6043
1,8,2018,Scheduled,Arrival,International,5973
1,9,2018,Charter,Arrival,Domestic,18
1,9,2018,Charter,Arrival,International,2
1,9,2018,Scheduled,Departure,International,5406
1,9,2018,Scheduled,Arrival,International,5353
1,9,2018,Scheduled,Arrival,Domestic,20761
1,9,2018,Scheduled,Departure,Domestic,20684
1,9,2018,Charter,Departure,Domestic,19
1,10,2018,Charter,Arrival,Domestic,16
1,10,2018,Charter,Arrival,International,2
1,10,2018,Scheduled,Departure,International,5355
1,10,2018,Scheduled,Arrival,Domestic,21428
1,10,2018,Charter,Departure,Domestic,15
1,10,2018,Scheduled,Departure,Domestic,21351
1,10,2018,Scheduled,Arrival,International,5313
1,11,2018,Charter,Departure,Domestic,16
1,11,2018,Charter,Arrival,Domestic,17
1,11,2018,Scheduled,Arrival,International,4948
1,11,2018,Charter,Departure,International,1
1,11,2018,Scheduled,Departure,International,4999
1,11,2018,Charter,Arrival,International,1
1,11,2018,Scheduled,Departure,Domestic,20290
1,11,2018,Scheduled,Arrival,Domestic,20324
1,12,2018,Charter,Arrival,Domestic,31
1,12,2018,Scheduled,Departure,Domestic,21154
1,12,2018,Scheduled,Departure,International,5290
1,12,2018,Scheduled,Arrival,Domestic,21207
1,12,2018,Scheduled,Arrival,International,5254
1,12,2018,Charter,Departure,Domestic,29
1,1,2019,Charter,Arrival,Domestic,24
1,1,2019,Charter,Arrival,International,2
1,1,2019,Scheduled,Departure,Domestic,20411
1,1,2019,Charter,Departure,Domestic,28
1,1,2019,Charter,Departure,International,2
1,1,2019,Scheduled,Arrival,Domestic,20452
1,1,2019,Scheduled,Arrival,International,5002
1,1,2019,Scheduled,Departure,International,5131
1,2,2019,Charter,Arrival,International,1
1,2,2019,Scheduled,Arrival,International,4469
1,2,2019,Charter,Departure,International,0
1,2,2019,Charter,Arrival,Domestic,6
1,2,2019,Charter,Departure,Domestic,5
1,2,2019,Scheduled,Departure,International,4498
1,2,2019,Scheduled,Arrival,Domestic,18390
1,2,2019,Scheduled,Departure,Domestic,18357
1,3,2019,Charter,Arrival,Domestic,4
1,3,2019,Scheduled,Departure,International,5104
1,3,2019,Scheduled,Arrival,International,5086
1,3,2019,Charter,Departure,International,0
